ENTITYA	IDA	ENTITYB	IDB	SCORE
CIITA	G3V6C0	RT1-DOa	Q6MGB0	0.214
CCKAR	P30551	GNAI3	P08753	0.176
CCKAR	P30551	GNAO1	P59215	0.176
CCKAR	P30551	GNA15	O88302	0.414
CCKAR	P30551	Gnal	P38406	0.186
CCKAR	P30551	GNAQ	P82471	0.398
CCKAR	P30551	GNAQ	P82471	0.398
CCKAR	P30551	GNAI1	P10824	0.176
CCKAR	P30551	GNAS	Q63803	0.186
CCKBR	P30553	Gna14	Q5EAP4	0.387
BMI1	B4F7B6	PTEN	O54857	0.461
CCKBR	P30553	GNAI3	P08753	0.189
CCKBR	P30553	GNAO1	P59215	0.179
CCKBR	P30553	GNA15	O88302	0.434
CCKBR	P30553	Gnal	P38406	0.187
CCKBR	P30553	GNAQ	P82471	0.389
CCKBR	P30553	GNAI1	P10824	0.195
CCKBR	P30553	GNAS	Q63803	0.186
Otx1	Q63410	Best1	Q6AYG9	0.189
CIITA	G3V6C0	RT1-S3	F1LQF2	0.392
MC4R	P70596	Gna14	Q5EAP4	0.174
MC4R	P70596	GNAI3	P08753	0.174
MC4R	P70596	GNAZ	P19627	0.177
MC4R	P70596	Gnal	P38406	0.19
MC4R	P70596	GNAQ	P82471	0.174
MC4R	P70596	GNAI1	P10824	0.174
MC4R	P70596	GNA12	Q63210	0.174
MC4R	P70596	GNAS	Q63803	0.445
Ccr1	Q9JLY8	ERK1/2	SIGNOR-PF1	0.192
Gpr183	D4A7K7	GNAI3	P08753	0.337
Gpr183	D4A7K7	GNAO1	P59215	0.1
Gpr183	D4A7K7	GNAZ	P19627	0.141
Gpr183	D4A7K7	GNAI1	P10824	0.327
Gpr183	D4A7K7	GNA12	Q63210	0.15
GRK4	P70507	BDKRB2	P25023	0.231
GRK4	P70507	BDKRB2	P25023	0.231
GRK4	P70507	BDKRB2	P25023	0.231
ELF1	G3V9V2	IL2RA	P26897	0.1
ELF1	G3V9V2	Fcer1a	P12371	0.1
ELF1	G3V9V2	Cd68	Q4FZY1	0.1
CIITA	G3V6C0	RT1-DOb	Q6MGA2	0.193
Sstr3	P30936	GNAI3	P08753	0.388
Sstr3	P30936	GNAI1	P10824	0.547
CSF2RB	G3V608	CSF2RA/CSF2RB	SIGNOR-C212	0.863
Rpl9	P17077	60S cytosolic large ribosomal subunit	SIGNOR-C287	0.882
CD70	M0R613	CD27	Q501W2	0.69
CD70	M0R613	CD27	Q501W2	0.69
MC5R	P35345	Gna14	Q5EAP4	0.189
MC5R	P35345	GNAI3	P08753	0.174
CIITA	G3V6C0	MYOG	P20428	0.1
MC5R	P35345	GNAZ	P19627	0.174
MC5R	P35345	Gnal	P38406	0.209
MC5R	P35345	GNAQ	P82471	0.174
MC5R	P35345	GNAI1	P10824	0.174
MC5R	P35345	GNA12	Q63210	0.174
MC5R	P35345	GNAS	Q63803	0.393
CIITA	G3V6C0	RT1-Da	Q6MG98	0.494
CIITA	G3V6C0		M0RDH5	0.404
CIITA	G3V6C0	IL4	P20096	0.271
CIITA	G3V6C0	RT1-S3	F1LQF2	0.379
CIITA	G3V6C0	RT1-A2	F7ERG5	0.379
CIITA	G3V6C0	S100a4	P05942	0.203
CIITA	G3V6C0	RT1-DMa	Q95574	0.269
CIITA	G3V6C0	RT1-DMb	Q6MGA7	0.228
CIITA	G3V6C0	RT1-DMb	Q6MGA7	0.228
CIITA	G3V6C0	RFX5	D3ZHD7	0.674
CDH5	F1M7E5	CTNNB1	Q9WU82	0.698
KIF5B	Q2PQA9	Jakmip1	Q3SWS9	0.1
KIF5B	Q2PQA9	Sybu	F1LUC0	0.469
KIF5B	Q2PQA9	GABBR1	Q9Z0U4	0.161
TTK	D4A4S7	CHEK2	Q9R019	0.178
TTK	D4A4S7	ABL1	E9PT20	0.167
TTK	D4A4S7	LOC100909750	D3ZGM3	0.167
TTK	D4A4S7	TTK	D4A4S7	0.1
TTK	D4A4S7	TTK	D4A4S7	0.1
TTK	D4A4S7	TTK	D4A4S7	0.1
TTK	D4A4S7	TTK	D4A4S7	0.1
RYK	F1LQR5	DVL3	D4ADV8	0.303
TTK	D4A4S7	TTK	D4A4S7	0.1
TTK	D4A4S7	TTK	D4A4S7	0.1
TTK	D4A4S7	TTK	D4A4S7	0.1
TTK	D4A4S7	HSPA9	P48721	0.1
TTK	D4A4S7	HSPA9	P48721	0.1
TTK	D4A4S7	MAD2L1	D4ACM2	0.68
TTK	D4A4S7	CDCA8	Q6AXW0	0.378
TTK	D4A4S7	CDCA8	Q6AXW0	0.378
TTK	D4A4S7	CDCA8	Q6AXW0	0.378
TTK	D4A4S7	CDCA8	Q6AXW0	0.378
TTK	D4A4S7	CDCA8	Q6AXW0	0.378
MCM4	G3V681	MCM	SIGNOR-C268	0.813
MCM7	Q6AYN8	MCM	SIGNOR-C268	0.809
NTF4	P34131	NTRK1	P35739	0.609
NTF4	P34131	NTRK2	Q63604	0.931
Gabra3	P20236	GABA-A (a3-b1-g2) receptor	SIGNOR-C332	0.599
RYK	F1LQR5	DVL1	Q9WVB9	0.384
RYK	F1LQR5	DVL2	D3ZB71	0.316
GRK5	Q62833	LRP6	D3ZUH9	0.434
GRK5	Q62833	TP53	P10361	0.241
GRK5	Q62833	ADRB2	P10608	0.641
GRK5	Q62833	ADRB2	P10608	0.641
GRK5	Q62833	ADRB2	P10608	0.641
GRK5	Q62833	ADRB2	P10608	0.641
GRK5	Q62833	ADRB2	P10608	0.641
GRK5	Q62833	ADRB2	P10608	0.641
GRK5	Q62833	BDKRB2	P25023	0.443
GRK5	Q62833	BDKRB2	P25023	0.443
GRK5	Q62833	BDKRB2	P25023	0.443
GRK5	Q62833	GRK5	Q62833	0.1
GRK5	Q62833	GRK5	Q62833	0.1
GRK5	Q62833	SNCA	P37377	0.57
GRK5	Q62833	St13	P50503	0.157
GRK5	Q62833	SNCB	Q63754	0.263
BTC	Q9JJM4	EGFR	G3V6K6	0.686
Htr7	P32305	Gna14	Q5EAP4	0.174
Htr7	P32305	GNAI3	P08753	0.2
Htr7	P32305	GNAO1	P59215	0.213
Htr7	P32305	GNAZ	P19627	0.174
Htr7	P32305	Gnal	P38406	0.366
Htr7	P32305	GNAQ	P82471	0.232
Htr7	P32305	GNAI1	P10824	0.2
Htr7	P32305	GNAS	Q63803	0.444
Cnr2	Q9QZN9	GNAI3	P08753	0.387
Cnr2	Q9QZN9	GNAO1	P59215	0.174
Cnr2	Q9QZN9	GNAZ	P19627	0.174
Cnr2	Q9QZN9	GNAI1	P10824	0.4
PTGER1	P70597	Gna14	Q5EAP4	0.372
PTGER1	P70597	GNAQ	P82471	0.385
PTGER1	P70597	GNAQ	P82471	0.385
PTGER1	P70597	GNA12	Q63210	0.185
PTGER1	P70597	GNAS	Q63803	0.391
IL13	P42203	LOC100360218	Q561K3	0.847
BTC	Q9JJM4	EGFR	G3V6K6	0.686
BTC	Q9JJM4	EGFR	G3V6K6	0.686
BTC	Q9JJM4	ERBB4	Q62956	0.654
BTC	Q9JJM4	ERBB4	Q62956	0.654
BTC	Q9JJM4	ERBB4	Q62956	0.654
CTNNA1	Q5U302	YAP1	Q2EJA0	0.286
CTNNB1	Q9WU82	KLF4	Q923V7	0.604
CTNNB1	Q9WU82	Wisp1	Q99PP0	0.1
CTNNB1	Q9WU82	MYC	P09416	0.658
CTNNB1	Q9WU82	MYOD1	Q02346	0.271
CTNNB1	Q9WU82	TCF4	Q62655	0.651
CTNNB1	Q9WU82	CCND1	P39948	0.732
CTNNB1	Q9WU82	CCND1	P39948	0.732
CTNNB1	Q9WU82	TCF7	D3ZLD0	0.736
CTNNB1	Q9WU82	PPARG	O88275	0.452
CTNNB1	Q9WU82	PPARG	O88275	0.452
CTNNB1	Q9WU82	NOTCH1	Q07008	0.709
CTNNB1	Q9WU82	SOX2	D4A543	0.654
CTNNB1	Q9WU82	CEBPA	P05554	0.317
CTNNB1	Q9WU82	Aff3	F1M681	0.181
CTNNB1	Q9WU82	Cldn2	D4A386	0.188
CTNNB1	Q9WU82		Q6LED0	0.1
CTNNB1	Q9WU82	POU5F1	Q6MG27	0.495
CTNNB1	Q9WU82	Scrib	D3ZWS0	0.349
CTNNB1	Q9WU82	TCF7L2	D4A8X6	0.878
CTNNB1	Q9WU82	LEF1	Q9QXN1	0.906
CTNNB1	Q9WU82	LEF1	Q9QXN1	0.906
CTNNB1	Q9WU82	LEF1	Q9QXN1	0.906
CTNNB1	Q9WU82	FOXA2	P32182	0.333
CTNNB1	Q9WU82	α-Catenin	SIGNOR-PF72	0.932
IL13	P42203	IL4R	Q63257	0.883
IL13	P42203	IL4R	Q63257	0.883
BMI1	B4F7B6	NDN	G3V7A4	0.143
BMI1	B4F7B6	PRC1	SIGNOR-C408	0.782
PCGF2	B2RZ82	UBE2I	P63281	0.581
PCGF2	B2RZ82	HSF2	Q9R120	0.257
PCGF2	B2RZ82	PRC1	SIGNOR-C408	0.771
PTPN7	P49445	MAPK1	P63086	0.784
PTPN7	P49445	MAPK1	P63086	0.784
PTPN7	P49445	MAPK1	P63086	0.784
PTPN7	P49445	MAPK14	P70618	0.575
PTPN7	P49445	MAPK14	P70618	0.575
NF2	Q63648	LATS1	F1M2K4	0.655
NF2	Q63648	STK4	D4A648	0.31
NF2	Q63648	STK3	O54748	0.239
SOX6	Q4V8G3	PPARG	O88275	0.186
NF2	Q63648	LATS1/2	SIGNOR-PF43	0.724
Rfc4	B4F778	RF-C complex	SIGNOR-C375	0.838
Rfc2	Q641W4	RF-C complex	SIGNOR-C375	0.806
Rfc1	D3ZFT1	RF-C complex	SIGNOR-C375	0.878
RPL22	P47198	RPL22L1	B2RZD5	0.323
RPL22	P47198	60S cytosolic large ribosomal subunit	SIGNOR-C287	0.871
GTF2F1	Q6AY96	GTF2F1	Q6AY96	0.1
GTF2F1	Q6AY96	GTF2F1	Q6AY96	0.1
GTF2F1	Q6AY96	TFIIF	SIGNOR-C394	0.959
Sstr5	P30938	GNAI3	P08753	0.385
Sstr5	P30938	GNAO1	P59215	0.199
Sstr5	P30938	GNAI1	P10824	0.424
ADRA1A	P43140	Gna14	Q5EAP4	0.372
ADRA1A	P43140	Gnal	P38406	0.197
ADRA1A	P43140	GNAQ	P82471	0.497
ADRA1A	P43140	GNA13	F1LNG7	0.529
ADRA1A	P43140	GNAS	Q63803	0.208
PTGS2	P35355	IL4	P20096	0.304
PTGS2	P35355	MYOD1	Q02346	0.153
PTGS2	P35355	GSK3B	P18266	0.284
HRH1	P31390	Gna14	Q5EAP4	0.359
HRH1	P31390	GNAI3	P08753	0.1
HRH1	P31390	GNAO1	P59215	0.1
HRH1	P31390	GNAZ	P19627	0.1
HRH1	P31390	Gnal	P38406	0.1
HRH1	P31390	GNAQ	P82471	0.334
HRH1	P31390	GNAI1	P10824	0.1
HRH1	P31390	GNAS	Q63803	0.1
ADRA1B	P15823	Gna14	Q5EAP4	0.372
ADRA1B	P15823	Gnal	P38406	0.197
ADRA1B	P15823	GNAQ	P82471	0.575
ADRA1B	P15823	GNAS	Q63803	0.431
OPRM1	P33535	GNAI3	P08753	0.472
OPRM1	P33535	GNAO1	P59215	0.607
OPRM1	P33535	GNAZ	P19627	0.436
OPRM1	P33535	GNAI1	P10824	0.588
PTGER4	P43114	Gnal	P38406	0.174
PTGER4	P43114	GNAI1	P10824	0.226
PTGER4	P43114	GNAS	Q63803	0.419
Aplnr	Q9JHG3	Gna14	Q5EAP4	0.177
Aplnr	Q9JHG3	GNAI3	P08753	0.373
Aplnr	Q9JHG3	GNAI1	P10824	0.375
THBS2	D4A2G6	CD47	P97829	0.466
HOXD12	D3ZSN2	MEIS1	B1WC31	0.372
HOXD12	D3ZSN2	MAFG	Q76MX4	0.344
HOXD12	D3ZSN2	MAFK	Q6IRI7	0.345
HOXD12	D3ZSN2	MAF	P54844	0.337
HOXD12	D3ZSN2	MAFF	D3ZC87	0.348
HOXD12	D3ZSN2	MAFB	P54842	0.337
HOXD13	D4ACD0	MEIS1	B1WC31	0.441
HOXD13	D4ACD0	EPHA7	P54759	0.159
Drd3	P19020	GNAI3	P08753	0.39
Drd3	P19020	GNAO1	P59215	0.383
Drd3	P19020	GNAZ	P19627	0.228
Drd3	P19020	GNAI1	P10824	0.519
MSX2	P52953	DLX5	P50575	0.521
Fbn1	G3V9M6	TGFB1	P17246	0.354
Fbn1	G3V9M6	SMAD2	O70436	0.237
Fbn1	G3V9M6	FBLN5	Q9WVH8	0.322
IRS1	P35570	PIK3R1	Q63787	0.775
IRS1	P35570	PIK3CB	Q9Z1L0	0.676
IRS1	P35570	PIK3CB	Q9Z1L0	0.676
IRS1	P35570	GRB2	P62994	0.751
IRS1	P35570	PI3K	SIGNOR-C156	0.727
IRS1	P35570	PI3K	SIGNOR-C156	0.727
ADD1	Q63028	4.1 complex	SIGNOR-C386	0.258
ADD2	Q05764	4.1 complex	SIGNOR-C386	0.299
Timp3	P48032	MMP14	Q10739	0.492
ADRBK2	P26819	BDKRB2	P25023	0.1
ADRBK2	P26819	BDKRB2	P25023	0.1
ADRBK2	P26819	BDKRB2	P25023	0.1
ADRBK2	P26819	OPRM1	P33535	0.1
ADRBK2	P26819	CCR5	O08556	0.1
ADRBK2	P26819	CCR5	O08556	0.1
ADRBK2	P26819	CCR5	O08556	0.1
ADRBK2	P26819	CCR5	O08556	0.1
FUS	Q5PQK2	Agrn	P25304	0.16
FUS	Q5PQK2	DDX3Y	D3ZN21	0.148
FUS	Q5PQK2	Csde1	P18395	0.1
FUS	Q5PQK2	Snrnp70	B2RZ74	0.371
FUS	Q5PQK2	Matr3	P43244	0.361
FUS	Q5PQK2	GRIA4	P19493	0.1
FUS	Q5PQK2	Gemin4	F1LWL5	0.1
FUS	Q5PQK2	DLG4	P31016	0.158
FUS	Q5PQK2	Adarb1	P51400	0.145
FUS	Q5PQK2	Dhx9	D4A9D6	0.381
FUS	Q5PQK2	Smn1	O35876	0.242
FUS	Q5PQK2	Gemin6	G3V972	0.1
FUS	Q5PQK2	Mphosph9	D3Z9C8	0.1
FUS	Q5PQK2	ATXN2	F1M049	0.312
FUS	Q5PQK2	Vps16	Q642A9	0.1
FUS	Q5PQK2	DUSP22	D3ZC16	0.1
FUS	Q5PQK2	PA2G4	Q6AYD3	0.279
FUS	Q5PQK2	PA2G4	Q6AYD3	0.279
FUS	Q5PQK2	Shank1	Q9WV48	0.1
SOX6	Q4V8G3	CTNNB1	Q9WU82	0.579
DDIT3	Q62857	PPP1R15A	Q6IN02	0.313
DDIT3	Q62857	Asns	P49088	0.243
DDIT3	Q62857	CEBPB	P21272	0.622
DDIT3	Q62857	CEBPA	P05554	0.471
DDIT3	Q62857	Ankrd1	Q8R560	0.17
DDIT3	Q62857	TRIB3	Q9WTQ6	0.492
NUP214	D4ACK1	SMAD3	P84025	0.492
NUP214	D4ACK1	SMAD4	O70437	0.501
NUP214	D4ACK1	NPC	SIGNOR-C263	0.573
NUP214	D4ACK1	SMAD3/SMAD4	SIGNOR-C9	0.497
DEK	Q6AXS3	Prdx5	Q9R063	0.1
HNF1B	P23899	Alb	P02770	0.177
HNF1B	P23899	Afp	P02773	0.198
HNF1B	P23899	CREB1	P15337	0.313
HNF1B	P23899	AKR1C1	Q3MHS3	0.1
HNF1B	P23899	ATF1	F7FD47	0.258
HNF1B	P23899	Fxyd2	Q04679	0.177
HNF1B	P23899	Fxyd2	Q04679	0.177
SOX6	Q4V8G3	COL2A1	P05539	0.282
SOX6	Q4V8G3	Mest	Q6P5P5	0.1
Sox11	P0C1G9	Spast	B2RYN7	0.246
Chka	Q01134	EGFR	G3V6K6	0.267
PPM1A	P20650	IKBKB	Q9QY78	0.22
PPM1A	P20650	IKBKB	Q9QY78	0.22
PPM1A	P20650	IKBKB	Q9QY78	0.22
PPM1A	P20650	IKBKB	Q9QY78	0.22
PPM1A	P20650	AXIN1	O70239	0.356
PPM1A	P20650	PIK3R1	Q63787	0.273
PPM1A	P20650	CDK9	Q641Z4	0.413
PPM1A	P20650	SMAD3	P84025	0.566
PPM1A	P20650	SMAD3	P84025	0.566
PPM1A	P20650	PAK1	P35465	0.287
PPM1A	P20650	PAK1	P35465	0.287
PPM1A	P20650	PAK1	P35465	0.287
PPM1A	P20650	SMAD2	O70436	0.604
PPM1A	P20650	SMAD2	O70436	0.604
PPM1A	P20650	SMAD1	P97588	0.496
PPM1A	P20650	MAPK14	P70618	0.36
PPM1A	P20650	GSK3B/Axin/APC	SIGNOR-C110	0.279
PPM1A	P20650	PI3K	SIGNOR-C156	0.273
AHR	P41738	Cyp1a1	P00185	0.548
AHR	P41738	Cyp1a1	P00185	0.548
AHR	P41738	Ugt1a1	Q64550	0.27
AHR	P41738	Cyp1b1	Q64678	0.341
AHR	P41738	Cyp1b1	Q64678	0.341
AHR	P41738	AHR-ARNT	SIGNOR-C125	0.758
FLT4	Q91ZT1	SHC1	Q5M824	0.558
FLT4	Q91ZT1	SHC1	Q5M824	0.558
FLT4	Q91ZT1	SHC1	Q5M824	0.558
FLT4	Q91ZT1	FLT4	Q91ZT1	0.1
FLT4	Q91ZT1	FLT4	Q91ZT1	0.1
FLT4	Q91ZT1	FLT4	Q91ZT1	0.1
FLT4	Q91ZT1	FLT4	Q91ZT1	0.1
FLT4	Q91ZT1	FLT4	Q91ZT1	0.1
FLT4	Q91ZT1	RPS6KA3	D3Z8E0	0.1
KDR	O08775	PIK3R1	Q63787	0.428
KDR	O08775	SHC1	Q5M824	0.657
KDR	O08775	KDR	O08775	0.1
KDR	O08775	KDR	O08775	0.1
KDR	O08775	KDR	O08775	0.1
KDR	O08775	KDR	O08775	0.1
KDR	O08775	KDR	O08775	0.1
KDR	O08775	KDR	O08775	0.1
KDR	O08775	GRB2	P62994	0.635
KDR	O08775	PTK2	O35346	0.409
KDR	O08775	PI3K	SIGNOR-C156	0.492
Psmc2	Q63347	26S Proteasome	SIGNOR-C307	0.897
Trim23	P36407	TBK1	D4A7D3	0.461
Trim23	P36407	TRAF6	B5DF45	0.207
MAP2K2	P36506	MAPK3	P21708	0.75
MAP2K2	P36506	MAPK3	P21708	0.75
MAP2K2	P36506	MAPK1	P63086	0.754
MAP2K2	P36506	MAPK1	P63086	0.754
MAP2K2	P36506	MAPK1	P63086	0.754
MAP2K2	P36506	PPARG	O88275	0.1
MAP2K2	P36506	CASP9	Q9JHK1	0.279
MAP2K2	P36506	ERK1/2	SIGNOR-PF1	0.756
MAP2K2	P36506	ERK1/2	SIGNOR-PF1	0.756
CHRNA7	Q05941	RHOA	P61589	0.1
Rpl4	P50878	60S cytosolic large ribosomal subunit	SIGNOR-C287	0.88
Lonp1	Q924S5	Star	P97826	0.157
PPP1CC	P63088	AXIN1	O70239	0.186
PPP1CC	P63088	AXIN1	O70239	0.186
PPP1CC	P63088	AXIN1	O70239	0.186
TGFBR2	P38438	ZFYVE9	D3ZDC7	0.507
PPP1CC	P63088	AXIN1	O70239	0.186
PPP1CC	P63088	AHCYL1	D4A5X8	0.1
PPP1CC	P63088	DDX58	D4ADT5	0.1
PPP1CC	P63088	TP53	P10361	0.226
PPP1CC	P63088	TP53	P10361	0.226
PPP1CC	P63088	EIF2S1	P68101	0.336
PPP1CC	P63088	NOS3	Q62600	0.1
PPP1CC	P63088	AKT1	P47196	0.293
PPP1CC	P63088	TGFBR1	P80204	0.398
PPP1CC	P63088	CASP2	P55215	0.1
PPP1CC	P63088	CDK9	Q641Z4	0.1
PPP1CC	P63088	MDM2	D3ZVH5	0.1
PPP1CC	P63088	IKZF1	D4A9W4	0.224
PPP1CC	P63088	Ifih1	G3V6W5	0.139
PPP1CC	P63088	Ifih1	G3V6W5	0.139
PPP1CC	P63088	AKT	SIGNOR-PF24	0.293
BMPR1A	Q78EA7	Fam83g	D3ZN30	0.244
BMPR1A	Q78EA7	Fam83g	D3ZN30	0.244
BMPR1A	Q78EA7	Fam83g	D3ZN30	0.244
TGFBR1	P80204	SMAD3	P84025	0.746
BMPR1A	Q78EA7	SMAD9	O54835	0.614
BMPR1A	Q78EA7	BMPR2	F1LQC5	0.609
BMPR1A	Q78EA7	SMAD1	P97588	0.683
BMPR1A	Q78EA7	SMAD1	P97588	0.683
BMPR1A	Q78EA7	SMAD1	P97588	0.683
BMPR1A	Q78EA7	SMAD1	P97588	0.683
BMPR1A	Q78EA7	MAPK14	P70618	0.209
BMPR1A	Q78EA7	SMAD5	Q9R1V3	0.599
BMPR1A	Q78EA7	SMAD5	Q9R1V3	0.599
BMPR1A	Q78EA7	SMAD5	Q9R1V3	0.599
BMPR1A	Q78EA7	SOST	Q99P67	0.208
BMPR1A	Q78EA7	SMAD5/SMAD4	SIGNOR-C205	0.595
BMPR1A	Q78EA7	SMAD5/SMAD4	SIGNOR-C205	0.595
BMPR1A	Q78EA7	SMAD8/SMAD4	SIGNOR-C206	0.602
BMPR1A	Q78EA7	BMPR1A/1B/2	SIGNOR-C29	0.53
BMPR1A	Q78EA7	SMAD1/4	SIGNOR-C85	0.637
TGFBR1	P80204	SPTBN1	G3V6S0	0.484
SMAD4	O70437	LEF1	Q9QXN1	0.619
BMPR1A	Q78EA7	SMAD1/4	SIGNOR-C85	0.637
BMPR1A	Q78EA7	SMAD1/5/8	SIGNOR-PF35	0.725
BMPR1A	Q78EA7	SMAD1/5/8	SIGNOR-PF35	0.725
ACVR1B	P80202	Tdp2	Q3T1H5	0.167
ACVR1B	P80202	Tdp2	Q3T1H5	0.167
ACVR1B	P80202	Hbb	P02091	0.1
ACVR1B	P80202	Hba1	P01946	0.1
ACVR1B	P80202	SMAD3	P84025	0.685
ACVR1B	P80202	SMAD2	O70436	0.737
TGFBR1	P80204	PIK3R2	Q63788	0.288
TGFBR1	P80204	ZFYVE9	D3ZDC7	0.557
TGFBR1	P80204	SERPINE1	P20961	0.292
TGFBR1	P80204	PIK3R1	Q63787	0.319
TGFBR1	P80204	RHOA	P61589	0.549
TGFBR1	P80204	RAC1	Q6RUV5	0.196
TGFBR1	P80204	EEF1A1	P62630	0.219
TGFBR1	P80204	SMAD3	P84025	0.746
TGFBR1	P80204	SMAD3	P84025	0.746
TGFBR1	P80204	SMAD2	O70436	0.76
TGFBR1	P80204	SMAD2	O70436	0.76
TGFBR1	P80204	TP63	Q9JJP6	0.1
TGFBR1	P80204	TP63	Q9JJP6	0.1
TGFBR1	P80204	TRAF6	B5DF45	0.367
TGFBR1	P80204	TRAF6	B5DF45	0.367
TGFBR1	P80204	ERK1/2	SIGNOR-PF1	0.221
LTBR	Q5U2S8	TRAF2	B5DFH7	0.543
Polr2i	D4A531	RNA Polymerase II	SIGNOR-C391	0.847
SREBF1	P56720	Idh1	P41562	0.168
SREBF1	P56720	PKM	P11980	0.175
SREBF1	P56720	PKM	P11980	0.175
SREBF1	P56720	PPARG	O88275	0.306
SREBF1	P56720	Mttp	D4A1W8	0.277
SREBF1	P56720	LRP1	G3V928	0.164
SREBF1	P56720	Snd1	Q66X93	0.1
SREBF1	P56720	Pcsk9	P59996	0.29
Dlst	Q01205	OGDC	SIGNOR-C397	0.929
TGFBR2	P38438	PIK3R2	Q63788	0.418
RIPK1	D3ZYL0	TAB2	Q5U303	0.879
TGFBR2	P38438	PIK3R1	Q63787	0.408
TGFBR2	P38438	PIK3R1	Q63787	0.408
TGFBR2	P38438	TGFBR1	P80204	0.752
TGFBR2	P38438	TGFBR1	P80204	0.752
TGFBR2	P38438	TGFBR1	P80204	0.752
TGFBR2	P38438	TGFBR1	P80204	0.752
TGFBR2	P38438	TGFBR2	P38438	0.1
TGFBR2	P38438	TGFBR2	P38438	0.1
TGFBR2	P38438	TGFBR2	P38438	0.1
TGFBR2	P38438	TGFBR2	P38438	0.1
TGFBR2	P38438	TGFBR2	P38438	0.1
TGFBR2	P38438	TGFBR2	P38438	0.1
TGFBR2	P38438	TGFBR2	P38438	0.1
TGFBR2	P38438	Vps39	E9PT04	0.204
TGFBR2	P38438	PARD6A	Q6B4M5	0.4
TGFBR2	P38438	PARD6A	Q6B4M5	0.4
TGFBR2	P38438	PI3K	SIGNOR-C156	0.338
TGFBR2	P38438	PI3K	SIGNOR-C156	0.338
Nup62	P17955	TUBG1	P83888	0.1
Nup62	P17955	Sass6	D3ZVI7	0.1
Nup62	P17955	p62_complex	SIGNOR-C259	0.941
Nup62	P17955	NPC	SIGNOR-C263	0.626
PPARG	O88275	JUN	P17325	0.494
PPARG	O88275	Acadm	P08503	0.222
PPARG	O88275	FABP4	P70623	0.56
PPARG	O88275	FABP4	P70623	0.56
PPARG	O88275	UCP1	P04633	0.426
PPARG	O88275	CTNNB1	Q9WU82	0.452
PPARG	O88275	STAT3	P52631	0.256
PPARG	O88275	CEBPA	P05554	0.535
PPARG	O88275	PTEN	O54857	0.325
PPARG	O88275	HDAC1	Q4QQW4	0.573
PPARG	O88275	Cpt1b	Q63704	0.264
PPARG	O88275	PPARGC1A	Q9QYK2	0.907
PPARG	O88275	Abcg2	Q80W57	0.277
PPARG	O88275	NfKb-p65/p50	SIGNOR-C13	0.569
ZEB1	Q62947	CDH1	Q9R0T4	0.548
ZEB1	Q62947	Epcam	O55159	0.291
ZEB1	Q62947	Grhl2	B5DEI9	0.292
Avpr1a	P30560	Gnal	P38406	0.191
Avpr1a	P30560	GNAQ	P82471	0.396
Avpr1a	P30560	GNAS	Q63803	0.368
Tagln2	Q5XFX0	Actb	P60711	0.361
SNCA	P37377	Vamp2	P63045	0.316
BRCA1	O54952	ESR1	P06211	0.687
BRCA1	O54952	Tff1	Q63467	0.182
BRCA1	O54952	Ctsd	P24268	0.163
BRCA1	O54952	Hspa5	P06761	0.1
BRCA1	O54952	AKT1	P47196	0.427
BRCA1	O54952	CDKN1B	O08769	0.22
BRCA1	O54952	Rnasel	G3V915	0.214
BRCA1	O54952	ATM	D4ACL8	0.76
BRCA1	O54952	RBBP8	B1WC58	0.806
BRCA1	O54952	FANCD2	Q6IV68	0.81
BRCA1	O54952	MRE11/RAD50/NBS1	SIGNOR-C147	0.755
BRCA1	O54952	BRCA1-BARD1 complex	SIGNOR-C297	0.82
BRCA1	O54952	AKT	SIGNOR-PF24	0.424
Gnal	P38406	ADCY5	Q04400	0.524
Gnal	P38406	ADCY1	D4A3N4	0.461
DYRK1A	Q63470	DYRK1A	Q63470	0.1
Ggcx	O88496	SMAD7	O88406	0.1
Ggcx	O88496	F2	P18292	0.604
Ggcx	O88496	F2	P18292	0.604
Ggcx	O88496	F2	P18292	0.604
Ggcx	O88496	F2	P18292	0.604
Ggcx	O88496	F2	P18292	0.604
Ggcx	O88496	F2	P18292	0.604
Ggcx	O88496	F2	P18292	0.604
Ggcx	O88496	F2	P18292	0.604
Ggcx	O88496	F2	P18292	0.604
DYRK1A	Q63470	DYRK1A	Q63470	0.1
Ggcx	O88496	F2	P18292	0.604
Ggcx	O88496	F2	P18292	0.604
Ggcx	O88496	F9	P16296	0.616
Ggcx	O88496	F9	P16296	0.616
Ggcx	O88496	F9	P16296	0.616
Ggcx	O88496	F9	P16296	0.616
Ggcx	O88496	F9	P16296	0.616
Ggcx	O88496	F9	P16296	0.616
Ggcx	O88496	F9	P16296	0.616
GDNF	Q07731	Ncam1	P13596	0.63
Ggcx	O88496	F9	P16296	0.616
Ggcx	O88496	F9	P16296	0.616
Ggcx	O88496	F9	P16296	0.616
Ggcx	O88496	F9	P16296	0.616
Ggcx	O88496	F9	P16296	0.616
Ggcx	O88496	F9	P16296	0.616
Ggcx	O88496	F10	Q63207	0.559
Ggcx	O88496	F10	Q63207	0.559
Ggcx	O88496	F10	Q63207	0.559
VHL	Q64259	KLF10	O08876	0.1
Ggcx	O88496	F10	Q63207	0.559
Ggcx	O88496	F10	Q63207	0.559
Ggcx	O88496	F10	Q63207	0.559
Ggcx	O88496	F10	Q63207	0.559
