ENTITYA	IDA	ENTITYB	IDB	SCORE
ROCK1	P70335	ARHGAP35	Q91YM2	0.292
ROCK1	P70335	MAPK8IP3	Q9ESN9	0.21
ROCK1	P70335	FHOD1	Q6P9Q4	0.206
ROCK1	P70335	FHOD1	Q6P9Q4	0.206
ROCK1	P70335	FHOD1	Q6P9Q4	0.206
FZD5	Q9EQD0	DVL1	P51141	0.575
FZD5	Q9EQD0	DVL2	Q60838	0.648
FZD5	Q9EQD0	LRP5	Q91VN0	0.594
NFATC2	Q60591	IL4	P07750	0.406
NFATC2	Q60591	IL4	P07750	0.406
NFATC2	Q60591	IL6	P08505	0.266
NFATC2	Q60591	MYOG	P12979	0.17
NFATC2	Q60591	MEF2A	Q60929	0.304
NFATC2	Q60591	MEF2D	Q63943	0.534
NFATC2	Q60591	Myof	Q69ZN7	0.1
NFATC2	Q60591	Gpc6	Q9R087	0.228
GAB1	Q9QYY0	ARHGAP32	Q811P8	0.255
GAB1	Q9QYY0	PIK3CA	P42337	0.375
GAB1	Q9QYY0	PI3K	SIGNOR-C156	0.457
SMAD4	P97471	SMAD4/JUN	SIGNOR-C10	0.603
SMAD4	P97471	SMAD5/SMAD4	SIGNOR-C205	0.691
SMAD4	P97471	SMAD8/SMAD4	SIGNOR-C206	0.705
SMAD4	P97471	SMAD2/SMAD4	SIGNOR-C8	0.757
BIRC3	O08863	TRAF2	P39429	0.899
BIRC3	O08863	BIRC3	O08863	0.1
BIRC3	O08863	BIRC2	Q62210	0.45
BIRC3	O08863	RIPK1	Q60855	0.678
BIRC3	O08863	RIPK1	Q60855	0.678
BIRC3	O08863	RIPK1	Q60855	0.678
BIRC3	O08863	MAP3K14	Q9WUL6	0.603
BIRC2	Q62210	CASP2	P29594	0.421
BIRC2	Q62210	TRAF2	P39429	0.866
BIRC2	Q62210	TRAF2	P39429	0.866
BIRC2	Q62210	BIRC2	Q62210	0.1
BIRC2	Q62210	RIPK1	Q60855	0.703
BIRC2	Q62210	Ube2j1	Q9JJZ4	0.328
PICALM	Q7M6Y3	CLTC	Q68FD5	0.708
SQSTM1	Q64337	Sod1	P08228	0.444
SQSTM1	Q64337	Wdfy3	Q6VNB8	0.471
Med21	Q9CQ39	Core mediator complex	SIGNOR-C405	0.805
PRPF4B	Q61136	ELK1	P41969	0.1
PRPF4B	Q61136	KLF13	Q9JJZ6	0.291
PIN1	Q9QUR7	MYC	P01108	0.525
PIN1	Q9QUR7	IFNB1	P01575	0.1
PIN1	Q9QUR7	IRS1	P35569	0.1
PIN1	Q9QUR7	Xpo5	Q924C1	0.1
ATR	Q9JKK8	CHEK1	O35280	0.908
ATR	Q9JKK8	CHEK1	O35280	0.908
ATR	Q9JKK8	FANCA	Q9JL70	0.545
ATR	Q9JKK8	Xrcc3	Q9CXE6	0.368
ATR	Q9JKK8	NBN	Q9R207	0.744
ATR	Q9JKK8	Wdhd1	P59328	0.457
ATR	Q9JKK8	RAD17	Q6NXW6	0.821
ATR	Q9JKK8	CHEK2	Q9Z265	0.807
ATR	Q9JKK8	TP53	P02340	0.696
ATR	Q9JKK8	RPA2	Q62193	0.702
ATR	Q9JKK8	CREB1	Q01147	0.292
ATR	Q9JKK8	XPA	Q64267	0.43
ATR	Q9JKK8	XPA	Q64267	0.43
ATR	Q9JKK8	XPA	Q64267	0.43
ATR	Q9JKK8	XPA	Q64267	0.43
ATR	Q9JKK8	MCM4	P49717	0.644
ATR	Q9JKK8	BRCA1	P48754	0.774
ATR	Q9JKK8	BRCA1	P48754	0.774
ATR	Q9JKK8	BRCA1	P48754	0.774
ATR	Q9JKK8	BRCA1	P48754	0.774
ATR	Q9JKK8	BRCA1	P48754	0.774
ATR	Q9JKK8	BRCA1	P48754	0.774
ATR	Q9JKK8	BRCA1	P48754	0.774
ATR	Q9JKK8	MCM2	P97310	0.637
ATR	Q9JKK8	PRKDC	P97313	0.193
ATR	Q9JKK8	MDM2	P23804	0.413
ATR	Q9JKK8	E2F1	Q61501	0.319
ATR	Q9JKK8	XPC	P51612	0.402
ATR	Q9JKK8	KMT2A	P55200	0.196
ATR	Q9JKK8	ATM	Q62388	0.745
ATR	Q9JKK8	ATRIP	Q8BMG1	0.869
ATR	Q9JKK8	CDS1	P98191	0.247
ATR	Q9JKK8	RBBP8	Q80YR6	0.49
ATR	Q9JKK8	PI4K2A	Q2TBE6	0.18
ATR	Q9JKK8	FANCD2	Q80V62	0.609
ATR	Q9JKK8	FANCD2	Q80V62	0.609
ATR	Q9JKK8	DBF4	Q9QZ41	0.554
ATR	Q9JKK8	DBF4	Q9QZ41	0.554
ATR	Q9JKK8	DBF4	Q9QZ41	0.554
ATR	Q9JKK8	POLH	Q9JJN0	0.334
EIF4EBP1	Q60876	EIF4E	P63073	0.925
RIPK1	Q60855	Dab2ip	Q3UHC7	0.351
RIPK1	Q60855	TAB3	Q571K4	0.471
RIPK1	Q60855	TAB2	Q99K90	0.879
RIPK1	Q60855	TRAF6	P70196	0.576
RIPK1	Q60855	IKBKG	O88522	0.921
RIPK1	Q60855	IKK-complex	SIGNOR-C14	0.64
HDAC1	O09106	FOXO3	Q9WVH4	0.258
HDAC1	O09106	Snai2	P97469	0.546
HDAC1	O09106	Cldn7	Q9Z261	0.1
HDAC1	O09106	ESR1	P19785	0.596
HDAC1	O09106	GLI1	P47806	0.55
HDAC1	O09106	Abcb1a	P21447	0.183
HDAC1	O09106	Hspa5	P20029	0.151
HDAC1	O09106	VDR	P48281	0.324
HDAC1	O09106	MYOD1	P10085	0.474
HDAC1	O09106	Ube2d3	P61079	0.168
HDAC1	O09106	RELN	Q60841	0.165
HDAC1	O09106	MBD3/NuRD complex	SIGNOR-C338	0.829
HDAC1	O09106	BHC complex	SIGNOR-C353	0.702
HDAC1	O09106	Sin3B_complex	SIGNOR-C409	0.782
HDAC1	O09106	FOXO	SIGNOR-PF27	0.258
CAMK2G	Q923T9	MAP3K7	Q62073	0.1
CAMK2G	Q923T9	ADCY3	Q8VHH7	0.297
CAMK2G	Q923T9	EGFR	Q01279	0.304
CAMK2G	Q923T9	EGFR	Q01279	0.304
CAMK2G	Q923T9	TH	P24529	0.279
CAMK2G	Q923T9	SYN1	O88935	0.375
CAMK2G	Q923T9	SYN1	O88935	0.375
CAMK2G	Q923T9	ATF1	P81269	0.238
CAMK2G	Q923T9	FLNA	Q8BTM8	0.394
CAMK2G	Q923T9	RYR1	E9PZQ0	0.342
CAMK2G	Q923T9	CHAT	Q03059	0.258
CAMK2G	Q923T9	STAT1	P42225	0.462
CAMK2G	Q923T9	GRIA1	P23818	0.583
CAMK2G	Q923T9	GRIA1	P23818	0.583
CAMK2G	Q923T9	GRIA4	Q9Z2W8	0.484
CAMK2G	Q923T9	PEA15	Q62048	0.294
CAMK2G	Q923T9	MYLK	Q6PDN3	0.278
CAMK2G	Q923T9	HDAC5	Q9Z2V6	0.335
CAMK2G	Q923T9	NCOR2	Q9WU42	0.1
CAMK2D	Q6PHZ2	Ankrd28	Q505D1	0.1
CAMK2D	Q6PHZ2	VIM	P20152	0.275
CAMK2D	Q6PHZ2	CEACAM1	P31809	0.1
CAMK2D	Q6PHZ2	SCN5A	Q9JJV9	0.456
CAMK2D	Q6PHZ2	Itpr2	Q9Z329	0.22
CAMK2D	Q6PHZ2	KCNJ11	Q61743	0.1
Dctn2	Q99KJ8	Cytoplasmic_Dynein	SIGNOR-PF67	0.1
RIN1	Q921Q7	EGFR	Q01279	0.326
NEUROD1	Q60867	Mgat5b	Q765H6	0.142
NAE1	Q8VBW6	NAE	SIGNOR-C131	0.952
IRF5	P56477	TNF	P06804	0.365
IRF5	P56477	IL1B	P10749	0.178
IRF5	P56477	IL1B	P10749	0.178
IRF5	P56477	IL10	P18893	0.287
IRF5	P56477	IL10	P18893	0.287
SNW1	Q9CSN1	NOTCH1	Q01705	0.536
SNW1	Q9CSN1	NOTCH1	Q01705	0.536
SNW1	Q9CSN1	NCOR2	Q9WU42	0.531
Pex6	Q99LC9	Pex1	Q5BL07	0.647
Pex6	Q99LC9	Pex5	O09012	0.456
MTMR3	Q8K296	MTOR	Q9JLN9	0.29
MTMR3	Q8K296	mTORC1	SIGNOR-C3	0.233
CUL1	Q9WTX6	CTNNB1	Q02248	0.549
CUL1	Q9WTX6	CDKN1B	P46414	0.571
CUL1	Q9WTX6	SCF-FBW7	SIGNOR-C135	0.915
CUL1	Q9WTX6	SCF-SKP2	SIGNOR-C136	0.942
CUL1	Q9WTX6	SCF-betaTRCP	SIGNOR-C5	0.863
CUL3	Q9JLV5	RHOA	Q9QUI0	0.321
CUL3	Q9JLV5	HSF2	P38533	0.276
RIN1	Q921Q7	HRAS	Q61411	0.592
CUL3	Q9JLV5	Kctd13	Q8BGV7	0.487
CUL3	Q9JLV5	Kctd10	Q922M3	0.431
CUL4A	Q3TCH7	CRL4(CRBN)	SIGNOR-C119	0.895
CUL4A	Q3TCH7	DCX DET1-COP1	SIGNOR-C24	0.885
TP53BP2	Q8CG79	TP53	P02340	0.888
TP53BP2	Q8CG79	PPP1R14A	Q91VC7	0.1
DYRK1A	Q61214	SPRY2	Q9QXV8	0.187
DYRK1A	Q61214	SF3B1	Q99NB9	0.421
DYRK1A	Q61214	TP53	P02340	0.295
DYRK1A	Q61214	GLI1	P47806	0.434
DYRK1A	Q61214	MAPT	P10637	0.289
DYRK1A	Q61214	MAPT	P10637	0.289
DYRK1A	Q61214	MAPT	P10637	0.289
DYRK1A	Q61214	GYS1	Q9Z1E4	0.172
DYRK1A	Q61214	CCND1	P25322	0.263
DYRK1A	Q61214	SNCA	O55042	0.47
DYRK1A	Q61214	NOTCH1	Q01705	0.279
DYRK1A	Q61214	AMPH	Q7TQF7	0.317
DYRK1A	Q61214	AMPH	Q7TQF7	0.317
DYRK1A	Q61214	AMPH	Q7TQF7	0.317
DYRK1A	Q61214	AMPH	Q7TQF7	0.317
DYRK1A	Q61214	AMPH	Q7TQF7	0.317
DYRK1A	Q61214	AMPH	Q7TQF7	0.317
DYRK1A	Q61214	AMPH	Q7TQF7	0.317
DYRK1A	Q61214	AMPH	Q7TQF7	0.317
DYRK1A	Q61214	RCAN1	Q9JHG6	0.465
DYRK1A	Q61214	RCAN1	Q9JHG6	0.465
DYRK1A	Q61214	FOXO4	Q9WVH3	0.208
DYRK1A	Q61214	DNM1	P39053	0.352
DYRK1A	Q61214	DNM1	P39053	0.352
DYRK1A	Q61214	SRSF1	Q6PDM2	0.331
DYRK1A	Q61214	FOXO1	Q9R1E0	0.427
DYRK1A	Q61214	FOXO1	Q9R1E0	0.427
DYRK1A	Q61214	DYRK1A	Q61214	0.1
DYRK1A	Q61214	DYRK1A	Q61214	0.1
DYRK1A	Q61214	Lin52	Q8CD94	0.614
DYRK1A	Q61214	FOXO	SIGNOR-PF27	0.427
DYRK1A	Q61214	FOXO	SIGNOR-PF27	0.427
DYRK1A	Q61214	FOXO	SIGNOR-PF27	0.427
DYRK1A	Q61214	NOTCH	SIGNOR-PF30	0.279
Cdh18	E9Q9Q6	CTNNB1	Q02248	0.532
PTCH1	Q61115	SMO	P56726	0.719
PTCH1	Q61115	CDON/BOC/PTCH1	SIGNOR-C95	0.451
Rab32	Q9CZE3	AP-3 complex	SIGNOR-C247	0.175
Rab32	Q9CZE3	BLOC-2	SIGNOR-C252	0.197
Htr4	P97288	Gna14	P30677	0.174
RIN1	Q921Q7	ABL2	Q4JIM5	0.559
Htr4	P97288	GNAI3	Q9DC51	0.174
Htr4	P97288	GNAO1	P18872	0.177
Htr4	P97288	GNAZ	O70443	0.174
Htr4	P97288	Gnal	Q8CGK7	0.308
Htr4	P97288	GNAQ	P21279	0.174
Htr4	P97288	GNAI1	B2RSH2	0.174
Htr4	P97288	GNAS	Q6R0H7	0.425
FHL1	P97447	RBPJ	P31266	0.627
IL10RA	Q61727	JAK2	Q62120	0.323
IL10RA	Q61727	JAK1	P52332	0.811
IL10RA	Q61727	JAK1	P52332	0.811
ITGA7	Q61738	a7/b1 integrin	SIGNOR-C126	0.731
ACVR2B	P27040	SMAD3	Q8BUN5	0.614
ACVR2B	P27040	SMAD2	Q62432	0.72
LAMB3	Q61087	Laminin-5	SIGNOR-C184	0.608
RUNX3	Q64131	IKBKB	O88351	0.1
RUNX3	Q64131	CHUK	Q60680	0.1
RUNX3	Q64131	CFLAR	O35732	0.1
RUNX3	Q64131	Elane	Q3UP87	0.1
RUNX3	Q64131	Hspd1	P63038	0.1
RUNX3	Q64131	Dnase1	P49183	0.1
RUNX3	Q64131	CASP2	P29594	0.1
RUNX3	Q64131	NOTCH1	Q01705	0.622
RUNX3	Q64131	Tial1	P70318	0.1
RUNX3	Q64131	FADD	Q61160	0.1
RUNX3	Q64131	PEA15	Q62048	0.1
RUNX3	Q64131	Txn2	P97493	0.1
RUNX3	Q64131	Ing1	Q9QXV3	0.14
RUNX3	Q64131	TRAF6	P70196	0.141
NCOA4	Q5U4H9	PPARG	P37238	0.39
GM6768	J3QND8	PPARG	P37238	0.39
Itga9	B8JK39	A9/b1 integrin	SIGNOR-C166	0.738
SPTAN1	P16546	ERCC4	Q9QZD4	0.227
SPTAN1	P16546	Non-erythrocytic spectrin	SIGNOR-C385	0.542
TNFAIP1	O70479	RHOA	Q9QUI0	0.282
Exosc2	Q8VBV3	Exosome_Complex	SIGNOR-C255	0.1
BMPR2	O35607	BMPR1B	P36898	0.604
BMPR2	O35607	BMPR1B	P36898	0.604
BMPR2	O35607	BMPR1B	P36898	0.604
BMPR2	O35607	BMPR1A	P36895	0.609
BMPR2	O35607	BMPR1A	P36895	0.609
BMPR2	O35607	BMPR1A	P36895	0.609
BMPR2	O35607	ACVR1	P37172	0.735
BMPR2	O35607	BMPR1A/1B/2	SIGNOR-C29	0.607
BMPR2	O35607	ACVR1/BMPR2	SIGNOR-C30	0.735
PTK6	Q64434	AKT1	P31750	0.375
PTK6	Q64434	AKT1	P31750	0.375
PTK6	Q64434	AKT1	P31750	0.375
PTK6	Q64434	STAT5B	P42232	0.313
PTK6	Q64434	BCAR1	Q61140	0.488
PTK6	Q64434	BCAR1	Q61140	0.488
PTK6	Q64434	Eps8	Q08509	0.25
PTK6	Q64434	ARHGAP5	P97393	0.1
PTK6	Q64434	PTK6	Q64434	0.1
PTK6	Q64434	PTK6	Q64434	0.1
PTK6	Q64434	Arap1	Q4LDD4	0.397
PTK6	Q64434	STAP2	Q8R0L1	0.652
PTK6	Q64434	STAP2	Q8R0L1	0.652
PTK6	Q64434	AKT	SIGNOR-PF24	0.375
PTK6	Q64434	AKT	SIGNOR-PF24	0.375
PTK6	Q64434	AKT	SIGNOR-PF24	0.375
Sntb1	Q99L88	MAPK12	O08911	0.31
Sntb1	Q99L88	MAPK12	O08911	0.31
Sntb1	Q99L88	DGC	SIGNOR-C217	0.421
Sntb1	Q99L88	DGC	SIGNOR-C217	0.421
RUNX2	Q08775	NOTCH1	Q01705	0.25
KLF9	O35739	SIN3A	Q60520	0.39
KLF5	Q9Z0Z7	PPARG	P37238	0.564
C1D	O35473	NR1D1	Q3UV55	0.25
RUNX2	Q08775	TNFSF11	O35235	0.328
RUNX2	Q08775	Snai2	P97469	0.262
RUNX2	Q08775	COL1A1	P11087	0.308
RUNX2	Q08775	COL2A1	P28481	0.299
RUNX2	Q08775	BGLAP3	P54615	0.468
RUNX2	Q08775	BGLAP	P86546	0.468
RUNX2	Q08775	BGLAP2	P86547	0.468
RUNX2	Q08775	ALPL	P09242	0.316
RUNX2	Q08775	COL1A2	Q01149	0.289
RUNX2	Q08775	Elane	Q3UP87	0.147
RUNX2	Q08775	MMP2	P33434	0.206
RUNX2	Q08775	SPP1	P10923	0.34
RUNX2	Q08775	SPP1	P10923	0.34
RUNX2	Q08775	BMP2	P21274	0.344
RUNX2	Q08775	VEGFA	Q00731	0.304
RUNX2	Q08775	Enpp1	P06802	0.215
RUNX2	Q08775	Mmp13	P33435	0.326
RUNX2	Q08775	VEGFC	P97953	0.1
RUNX2	Q08775	RUNX2	Q08775	0.1
RUNX2	Q08775	TWIST1	P26687	0.34
RUNX2	Q08775	Snai3	Q9QY31	0.1
RUNX2	Q08775	SP7	Q8VI67	0.367
RUNX2	Q08775	CREBBP	P45481	0.351
RUNX2	Q08775	RUNX2/EP300	SIGNOR-C211	0.39
Cbfb	Q08024	RUNX1	Q03347	0.862
Cbfb	Q08024	RUNX1	Q03347	0.862
PRKG1	P0C605	Ppp1r17	Q9Z2E4	0.588
PRKG1	P0C605	HSPB1	P14602	0.161
PRKG1	P0C605	HSPB1	P14602	0.161
PRKG1	P0C605	HSPB1	P14602	0.161
PRKG1	P0C605	SRF	Q9JM73	0.163
IKBKE	Q9R0T8	RELA	Q04207	0.356
PRKG1	P0C605	CFTR	P26361	0.426
PRKG1	P0C605	CFTR	P26361	0.426
PRKG1	P0C605	CFTR	P26361	0.426
PRKG1	P0C605	CFTR	P26361	0.426
PRKG1	P0C605	CFTR	P26361	0.426
PRKG1	P0C605	CFTR	P26361	0.426
PRKG1	P0C605	CFTR	P26361	0.426
PRKG1	P0C605	TNNI3	P48787	0.231
PRKG1	P0C605	TNNI3	P48787	0.231
PRKG1	P0C605	RYR1	E9PZQ0	0.328
PRKG1	P0C605	Gabrr1	P56475	0.253
PRKG1	P0C605	Gabrr1	P56475	0.253
PRKG1	P0C605	SLC6A4	Q60857	0.252
PRKG1	P0C605	HRH1	P70174	0.1
PRKG1	P0C605	HRH1	P70174	0.1
PRKG1	P0C605	RGS2	O08849	0.608
PRKG1	P0C605	RGS2	O08849	0.608
PRKG1	P0C605	VASP	P70460	0.654
PRKG1	P0C605	VASP	P70460	0.654
PRKG1	P0C605	VASP	P70460	0.654
PRKG1	P0C605	CRIP2	Q9DCT8	0.378
PRKG1	P0C605	GTF2I	Q9ESZ8	0.532
PRKG1	P0C605	GTF2I	Q9ESZ8	0.532
PRKG1	P0C605	PLCB3	P51432	0.491
PRKG1	P0C605	PLCB3	P51432	0.491
PRKG1	P0C605	PTS	Q9R1Z7	0.147
PRKG1	P0C605	TRPC3	Q9QZC1	0.348
PRKG1	P0C605	TRPC3	Q9QZC1	0.348
PRKG1	P0C605	TRPC3	Q9QZC1	0.348
PRKG1	P0C605	TRPC3	Q9QZC1	0.348
PRKG1	P0C605	PRKG1	P0C605	0.1
PRKG1	P0C605	ITPR1	P11881	0.395
PRKG1	P0C605	LASP1	Q61792	0.307
PRKG1	P0C605	SF1	Q64213	0.368
PRKG1	P0C605	GKAP1	Q9JMB0	0.539
PRKG1	P0C605	Trpc7	Q9WVC5	0.1
PRKG1	P0C605	FHOD1	Q6P9Q4	0.298
PRKG1	P0C605	FHOD1	Q6P9Q4	0.298
CDK13	Q69ZA1	CDK13/CCNK	SIGNOR-C38	0.92
CAMK1	Q91YS8	DNM1L	Q8K1M6	0.211
CAMK1	Q91YS8	EIF4G3	Q80XI3	0.396
CAMK1	Q91YS8	KRT18	P05784	0.1
CAMK1	Q91YS8	SYN1	O88935	0.485
CREBBP	P45481	P300/PCAF	SIGNOR-C7	0.602
CAMK1	Q91YS8	ATF1	P81269	0.461
CAMK1	Q91YS8	NOS1	Q9Z0J4	0.265
CAMK1	Q91YS8	CDKN1B	P46414	0.243
CAMK1	Q91YS8	CDKN1B	P46414	0.243
CAMK1	Q91YS8	NUMB	Q9QZS3	0.259
CAMK1	Q91YS8	CAMK1	Q91YS8	0.1
CAMK1	Q91YS8	Gcm1	P70348	0.325
CAMK1	Q91YS8	HDAC5	Q9Z2V6	0.353
CAMK1	Q91YS8	HDAC5	Q9Z2V6	0.353
CAMK1	Q91YS8	Ppme1	Q8BVQ5	0.326
Col4a6	B1AVK5	A2/b1 integrin	SIGNOR-C160	0.35
IL18	P70380	IFNG	P01580	0.32
IL18	P70380	IL18R1	Q61098	0.832
DAG1	Q62165	DGC	SIGNOR-C217	0.488
IKBKE	Q9R0T8	REL	P15307	0.245
MELK	Q61846	CDC25B	P30306	0.455
Vezf1	Q5SXC4	EDN1	P22387	0.164
Vezf1	Q5SXC4	CITED2	O35740	0.1
KEAP1	Q9Z2X8	NFE2L2	Q60795	0.741
KEAP1	Q9Z2X8	NFE2L2	Q60795	0.741
Eif3a	P23116	EIF3_complex	SIGNOR-C401	0.924
ARHGEF7	Q9ES28	RAC1	P63001	0.596
ARHGEF7	Q9ES28	LRRK2	Q5S006	0.4
ARHGEF7	Q9ES28	CBLC	Q80XL1	0.1
Ubap2l	Q80X50	BMI1	P25916	0.472
Ubap2l	Q80X50	Rnf2	Q9CQJ4	0.299
Scrib	Q80U72	ERK1/2	SIGNOR-PF1	0.308
IKBKE	Q9R0T8	Cdk2ap1	O35207	0.1
IKBKE	Q9R0T8	FOXO3	Q9WVH4	0.29
IKBKE	Q9R0T8	Traf3ip2	Q8N7N6	0.366
IKBKE	Q9R0T8	ESR1	P19785	0.291
IKBKE	Q9R0T8	NFKBIA	Q9Z1E3	0.416
IKBKE	Q9R0T8	NFKBIA	Q9Z1E3	0.416
IKBKE	Q9R0T8	STAT1	P42225	0.29
IKBKE	Q9R0T8	RELA	Q04207	0.356
IKBKE	Q9R0T8	IRF3	P70671	0.665
IKBKE	Q9R0T8	IRF3	P70671	0.665
IKBKE	Q9R0T8	IRF3	P70671	0.665
IKBKE	Q9R0T8	IRF3	P70671	0.665
IKBKE	Q9R0T8	IRF3	P70671	0.665
IKBKE	Q9R0T8	IRF3	P70671	0.665
IKBKE	Q9R0T8	IRF3	P70671	0.665
IKBKE	Q9R0T8	Tank	P70347	0.673
IKBKE	Q9R0T8	Tank	P70347	0.673
IKBKE	Q9R0T8	Tank	P70347	0.673
IKBKE	Q9R0T8	Tank	P70347	0.673
IKBKE	Q9R0T8	Tank	P70347	0.673
IKBKE	Q9R0T8	Tank	P70347	0.673
IKBKE	Q9R0T8	Tank	P70347	0.673
IKBKE	Q9R0T8	Tank	P70347	0.673
Dock1	Q8BUR4	RAC1	P63001	0.69
TFDP1	Q08639	DHFR	P00375	0.345
TFDP1	Q08639	TYMS	P07607	0.342
TFDP1	Q08639	CDK1	P11440	0.53
TFDP1	Q08639	MYBL2	P48972	0.426
TFDP1	Q08639	PCNA	P17918	0.383
TFDP1	Q08639	Rrm1	P07742	0.17
TFDP1	Q08639	CCNE1	Q61457	0.485
TFDP1	Q08639	E2F1	Q61501	0.825
SIM2	Q61079	ARNT	P53762	0.495
FHL2	O70433	AR	P19091	0.442
FHL2	O70433	SPHK1	Q8CI15	0.381
E2F2	P56931	CCNE1	Q61457	0.515
E2F2	P56931	TFDP1	Q08639	0.714
EIF4A2	P10630	eIF4F_complex	SIGNOR-C44	0.743
SELPLG	Q62170	SELP	Q01102	0.909
SELPLG	Q62170	SELP	Q01102	0.909
SELPLG	Q62170	SELE	Q00690	0.689
ENDOG	O08600	BAX	Q07813	0.225
PTK2B	Q9QVP9	Tgfb1i1	Q62219	0.675
PTK2B	Q9QVP9	NOS3	P70313	0.19
PTK2B	Q9QVP9	NOS3	P70313	0.19
PTK2B	Q9QVP9	SNCA	O55042	0.252
PTK2B	Q9QVP9	PTK2	P34152	0.484
PTK2B	Q9QVP9	PTK2B	Q9QVP9	0.1
PTK2B	Q9QVP9	Asap1	Q9QWY8	0.401
PTK2B	Q9QVP9	Asap1	Q9QWY8	0.401
PTK2B	Q9QVP9	Stap1	Q9JM90	0.296
FKBP8	O35465	MTOR	Q9JLN9	0.499
Frg1	P97376	Kmt5b	Q3U8K7	0.1
FZD2	Q9JIP6	DVL1	P51141	0.582
FZD2	Q9JIP6	DVL2	Q60838	0.568
FZD2	Q9JIP6	LRP5	Q91VN0	0.609
FZD2	Q9JIP6	PPARG	P37238	0.1
PDK2	Q9JK42	PDHA1	P35486	0.611
FZD2	Q9JIP6	CEBPA	P53566	0.1
FZD2	Q9JIP6	DVL3	Q61062	0.56
FZD2	Q9JIP6	SETDB1/NLK/CHD7	SIGNOR-C189	0.313
GNA13	P27601	ARHGEF1	Q61210	0.558
GNA13	P27601	ARHGEF1	Q61210	0.558
GNA13	P27601	ARHGEF12	Q8R4H2	0.707
GAS6	Q61592	AXL	Q00993	0.886
GAS6	Q61592	AXL	Q00993	0.886
GAS6	Q61592	TYRO3	P55144	0.477
GAS6	Q61592	MERTK	Q60805	0.681
Caprin1	Q60865	G3bp1	P97855	0.494
Grb14	Q9JLM9	INSR	P15208	0.772
GRB7	Q03160	RND1	Q8BLR7	0.502
BECN1	O88597	Zwint	Q9CQU5	0.365
BECN1	O88597	Usp10	P52479	0.419
BECN1	O88597	Usp13	Q5BKP2	0.42
BECN1	O88597	Vps34 Complex II	SIGNOR-C241	0.875
BECN1	O88597	Vps34 Complex I	SIGNOR-C242	0.92
HES1	P35428	NR3C1	P06537	0.1
HES1	P35428	NR3C1	P06537	0.1
HES1	P35428	MYOD1	P10085	0.21
HES1	P35428	MYOD1	P10085	0.21
HES1	P35428	FLT3	Q00342	0.1
HES1	P35428	PPARG	P37238	0.14
HES1	P35428	PPARG	P37238	0.14
HES1	P35428	Ptgds	O09114	0.1
HES1	P35428	ASCL1	Q02067	0.334
HES1	P35428	ASCL1	Q02067	0.334
HES1	P35428	RCAN1	Q9JHG6	0.1
HES1	P35428	E2F1	Q61501	0.1
HES1	P35428	RBPJ	P31266	0.496
HES1	P35428	DTX1	Q61010	0.193
HES1	P35428	Noc3l	Q8VI84	0.1
HES1	P35428	Atoh1	P48985	0.355
HES1	P35428	Neurog1	P70660	0.231
HES1	P35428	Neurog2	P70447	0.208
HES1	P35428	Ctnnd2	O35927	0.221
HES1	P35428	RBPJ/NOTCH	SIGNOR-C97	0.6
Slbp	P97440	Hist1h2ab	P22752	0.1
Slbp	P97440	H2AFZ	P0C0S6	0.1
HNF4G	Q9WUU6	AKR1C6	P70694	0.1
HNF4G	Q9WUU6	Has2	P70312	0.214
Slbp	P97440	H2AFX	P27661	0.1
Slbp	P97440	H2bc14	P10854	0.1
Slbp	P97440	HIST1H4A	P62806	0.1
Slbp	P97440	Hist1h2bc	Q6ZWY9	0.1
Slbp	P97440	HIST1H3A	P68433	0.1
Slbp	P97440	H3F3A	P84244	0.1
Slbp	P97440	Hist2h2bb	Q64525	0.1
Slbp	P97440	Hist2h2aa1	Q6GSS7	0.1
Slbp	P97440	H3c2	P84228	0.1
Slbp	P97440	H2az2	Q3THW5	0.1
Slbp	P97440	H2aw	Q8BFU2	0.1
Slbp	P97440	H2ac21	Q64522	0.1
Slbp	P97440	H2bu1	Q8CGP0	0.1
Slbp	P97440	H2bc1	P70696	0.1
Slbp	P97440	H2aj	Q8R1M2	0.1
NFE2L1	Q61985	NQO1	Q64669	0.253
Nedd9	O35177	AURKA	P97477	0.489
Hic1	Q9R1Y5	MYC	P01108	0.213
Hic1	Q9R1Y5	VEGFA	Q00731	0.1
Hic1	Q9R1Y5	EPHA2	Q03145	0.209
Hic1	Q9R1Y5	STAT3	P42227	0.311
Hic1	Q9R1Y5	VLDLR	P98156	0.1
Hic1	Q9R1Y5	E2F1	Q61501	0.185
Hic1	Q9R1Y5	Lrp8	Q924X6	0.1
Hic1	Q9R1Y5	SIRT1	Q923E4	0.509
Hltf	Q6PCN7	Hbb-b2	P02089	0.1
Hltf	Q6PCN7	Oca2	Q62052	0.226
HNF4G	Q9WUU6	Afp	P02772	0.1
SEMA3A	O08665	NRP1	P97333	0.892
SEMA3A	O08665	PLXNA2	P70207	0.826
SEMA3A	O08665	Plxna4	Q80UG2	0.68
SEMA3A	O08665	Plxna1	P70206	0.686
Dmc1	Q61880	Sycp3	P70281	0.253
Dmc1	Q61880	Synaptonemal_complex	SIGNOR-C351	0.213
MCM6	P97311	MCM	SIGNOR-C268	0.818
Elavl3	Q60900	Adam10	O35598	0.1
Elavl3	Q60900	Ank3	G5E8K5	0.143
NBR1	P97432	GABARAPL2	P60521	0.681
